Time     Temperature!     Force
-46.288000 27.150000 27.150000 
-46.013000 27.040000 27.040000 
-45.753000 27.080000 27.080000 
-45.495000 27.090000 27.090000 
-45.220000 26.980000 26.980000 
-44.958000 27.050000 27.050000 
-44.702000 27.020000 27.020000 
-44.444000 26.980000 26.980000 
-44.184000 26.950000 26.950000 
-43.916000 26.960000 26.960000 
-43.653000 26.940000 26.940000 
-43.379000 26.870000 26.870000 
-43.122000 26.910000 26.910000 
-42.856000 26.870000 26.870000 
-42.601000 26.840000 26.840000 
-42.345000 26.780000 26.780000 
-42.079000 26.830000 26.830000 
-41.813000 26.830000 26.830000 
-41.552000 26.720000 26.720000 
-41.272000 26.740000 26.740000 
-41.025000 26.740000 26.740000 
-40.755000 26.760000 26.760000 
-40.487000 26.610000 26.610000 
-40.225000 26.760000 26.760000 
-39.968000 26.660000 26.660000 
-39.704000 26.700000 26.700000 
-39.440000 26.590000 26.590000 
-39.181000 26.650000 26.650000 
-38.922000 26.620000 26.620000 
-38.654000 26.630000 26.630000 
-38.389000 26.670000 26.670000 
-38.128000 26.590000 26.590000 
-37.871000 26.560000 26.560000 
-37.609000 26.480000 26.480000 
-37.330000 26.500000 26.500000 
-37.067000 26.410000 26.410000 
-36.803000 26.520000 26.520000 
-36.549000 26.460000 26.460000 
-36.290000 26.390000 26.390000 
-36.029000 26.410000 26.410000 
-35.751000 26.410000 26.410000 
-35.491000 26.370000 26.370000 
-35.233000 26.440000 26.440000 
-34.973000 26.340000 26.340000 
-34.714000 26.350000 26.350000 
-34.455000 26.370000 26.370000 
-34.177000 26.320000 26.320000 
-33.917000 26.270000 26.270000 
-33.659000 26.350000 26.350000 
-33.402000 26.310000 26.310000 
-33.137000 26.320000 26.320000 
-32.877000 26.270000 26.270000 
-32.598000 26.340000 26.340000 
-32.341000 26.270000 26.270000 
-32.079000 26.300000 26.300000 
-31.817000 26.200000 26.200000 
-31.555000 26.200000 26.200000 
-31.282000 26.230000 26.230000 
-31.028000 26.200000 26.200000 
-30.769000 26.120000 26.120000 
-30.506000 26.160000 26.160000 
-30.226000 26.180000 26.180000 
-29.982000 26.160000 26.160000 
-29.717000 26.140000 26.140000 
-29.455000 26.120000 26.120000 
-29.184000 26.120000 26.120000 
-28.922000 26.160000 26.160000 
-28.659000 26.120000 26.120000 
-28.396000 26.090000 26.090000 
-28.145000 26.070000 26.070000 
-27.874000 25.980000 25.980000 
-27.601000 26.070000 26.070000 
-27.344000 25.990000 25.990000 
-27.081000 25.980000 25.980000 
-26.825000 26.050000 26.050000 
-26.566000 25.970000 25.970000 
-26.286000 26.050000 26.050000 
-26.025000 26.030000 26.030000 
-25.762000 26.020000 26.020000 
-25.507000 25.970000 25.970000 
-25.252000 25.880000 25.880000 
-24.987000 25.970000 25.970000 
-24.708000 26.010000 26.010000 
-24.444000 25.900000 25.900000 
-24.189000 25.990000 25.990000 
-23.931000 25.970000 25.970000 
-23.668000 25.990000 25.990000 
-23.393000 25.960000 25.960000 
-23.133000 25.980000 25.980000 
-22.878000 25.910000 25.910000 
-22.601000 25.910000 25.910000 
-22.356000 25.860000 25.860000 
-22.080000 25.920000 25.920000 
-21.819000 25.980000 25.980000 
-21.561000 25.870000 25.870000 
-21.300000 25.880000 25.880000 
-21.023000 25.920000 25.920000 
-20.779000 25.920000 25.920000 
-20.501000 25.840000 25.840000 
-20.242000 25.830000 25.830000 
-19.970000 25.860000 25.860000 
-19.706000 25.880000 25.880000 
-19.451000 25.860000 25.860000 
-19.192000 25.870000 25.870000 
-18.930000 25.800000 25.800000 
-18.654000 25.830000 25.830000 
-18.401000 25.840000 25.840000 
-18.138000 25.840000 25.840000 
-17.878000 25.810000 25.810000 
-17.618000 25.770000 25.770000 
-17.357000 25.750000 25.750000 
-17.084000 25.840000 25.840000 
-16.822000 25.790000 25.790000 
-16.566000 25.770000 25.770000 
-16.308000 25.790000 25.790000 
-16.045000 25.750000 25.750000 
-15.769000 25.810000 25.810000 
-15.511000 25.740000 25.740000 
-15.254000 25.710000 25.710000 
-14.977000 25.730000 25.730000 
-14.716000 25.730000 25.730000 
-14.463000 25.660000 25.660000 
-14.205000 25.660000 25.660000 
-13.923000 25.750000 25.750000 
-13.658000 25.710000 25.710000 
-13.395000 25.710000 25.710000 
-13.153000 25.710000 25.710000 
-12.892000 25.770000 25.770000 
-12.611000 25.660000 25.660000 
-12.349000 25.630000 25.630000 
-12.087000 25.680000 25.680000 
-11.825000 25.690000 25.690000 
-11.568000 25.640000 25.640000 
-11.305000 25.640000 25.640000 
-11.042000 25.640000 25.640000 
-10.767000 25.640000 25.640000 
-10.508000 25.770000 25.770000 
-10.246000 25.690000 25.690000 
-9.986000 25.730000 25.730000 
-9.730000 25.620000 25.620000 
-9.471000 25.690000 25.690000 
-9.204000 25.690000 25.690000 
-8.929000 25.630000 25.630000 
-8.674000 25.590000 25.590000 
-8.406000 25.630000 25.630000 
-8.146000 25.570000 25.570000 
-7.882000 25.620000 25.620000 
-7.619000 25.600000 25.600000 
-7.363000 25.660000 25.660000 
-7.092000 25.620000 25.620000 
-6.830000 25.560000 25.560000 
-6.567000 25.600000 25.600000 
-6.307000 25.600000 25.600000 
-6.047000 25.660000 25.660000 
-5.784000 25.570000 25.570000 
-5.527000 25.600000 25.600000 
-5.246000 25.610000 25.610000 
-4.991000 25.640000 25.640000 
-4.736000 25.620000 25.620000 
-4.462000 25.610000 25.610000 
-4.208000 25.640000 25.640000 
-3.928000 25.630000 25.630000 
-3.671000 25.630000 25.630000 
-3.413000 25.570000 25.570000 
-3.155000 25.600000 25.600000 
-2.897000 25.620000 25.620000 
-2.632000 25.620000 25.620000 
-2.370000 25.600000 25.600000 
-2.098000 25.500000 25.500000 
-1.839000 25.590000 25.590000 
-1.578000 25.520000 25.520000 
-1.310000 25.590000 25.590000 
-1.050000 25.570000 25.570000 
-0.773000 25.600000 25.600000 
-0.517000 25.540000 25.540000 
-0.253000 25.600000 25.600000 
0.010000 25.520000 25.520000 
0.269000 25.540000 25.540000 
0.526000 25.540000 25.540000 
0.788000 25.550000 25.550000 
1.069000 25.500000 25.500000 
1.313000 25.550000 25.550000 
1.575000 25.570000 25.570000 
1.836000 25.570000 25.570000 
2.097000 25.570000 25.570000 
2.376000 25.520000 25.520000 
2.636000 25.540000 25.540000 
2.896000 25.560000 25.560000 
3.160000 25.490000 25.490000 
3.415000 25.480000 25.480000 
3.691000 25.520000 25.520000 
3.948000 25.560000 25.560000 
4.221000 25.500000 25.500000 
4.481000 25.480000 25.480000 
4.735000 25.570000 25.570000 
5.013000 25.440000 25.440000 
5.269000 25.440000 25.440000 
5.521000 25.520000 25.520000 
5.798000 25.520000 25.520000 
6.060000 25.490000 25.490000 
6.314000 25.550000 25.550000 
6.579000 25.520000 25.520000 
6.840000 25.500000 25.500000 
7.097000 25.500000 25.500000 
7.377000 25.460000 25.460000 
7.635000 25.390000 25.390000 
7.901000 25.560000 25.560000 
8.158000 25.520000 25.520000 
8.417000 25.450000 25.450000 
8.690000 25.450000 25.450000 
-51.051000 25.370000 25.370000 
-50.788000 25.570000 25.570000 
-50.531000 25.450000 25.450000 
-50.273000 25.480000 25.480000 
-49.996000 25.430000 25.430000 
-49.746000 25.460000 25.460000 
-49.473000 25.490000 25.490000 
-49.212000 25.550000 25.550000 
-48.949000 25.440000 25.440000 
-48.685000 25.440000 25.440000 
-48.423000 25.410000 25.410000 
-48.165000 25.500000 25.500000 
-47.901000 25.370000 25.370000 
-47.636000 25.450000 25.450000 
-47.370000 25.440000 25.440000 
-47.115000 25.370000 25.370000 
-46.846000 25.340000 25.340000 
-46.580000 25.460000 25.460000 
-46.314000 25.450000 25.450000 
-46.047000 25.460000 25.460000 
-45.792000 25.390000 25.390000 
-45.532000 25.430000 25.430000 
-45.263000 25.460000 25.460000 
-44.999000 25.480000 25.480000 
-44.751000 25.410000 25.410000 
-44.486000 25.390000 25.390000 
-44.214000 25.440000 25.440000 
-43.945000 25.450000 25.450000 
-43.686000 25.380000 25.380000 
-43.422000 25.440000 25.440000 
-43.161000 25.390000 25.390000 
-42.905000 25.480000 25.480000 
-42.627000 25.410000 25.410000 
-42.365000 25.410000 25.410000 
-42.106000 25.410000 25.410000 
-41.850000 25.410000 25.410000 
-41.593000 25.390000 25.390000 
-41.325000 25.480000 25.480000 
-41.071000 25.450000 25.450000 
-40.787000 25.380000 25.380000 
-40.542000 25.430000 25.430000 
-40.279000 25.390000 25.390000 
-40.014000 25.370000 25.370000 
-39.740000 25.450000 25.450000 
-39.491000 25.380000 25.380000 
-39.228000 25.410000 25.410000 
-38.959000 25.430000 25.430000 
-38.689000 25.450000 25.450000 
-38.429000 25.390000 25.390000 
-38.175000 25.350000 25.350000 
-37.907000 25.410000 25.410000 
-37.644000 25.370000 25.370000 
-37.374000 25.320000 25.320000 
-37.109000 25.410000 25.410000 
-36.861000 25.430000 25.430000 
-36.594000 25.350000 25.350000 
-36.325000 25.380000 25.380000 
-36.069000 25.370000 25.370000 
-35.795000 25.390000 25.390000 
-35.532000 25.450000 25.450000 
-35.276000 25.340000 25.340000 
-35.006000 25.410000 25.410000 
-34.758000 25.410000 25.410000 
-34.488000 25.430000 25.430000 
-34.215000 25.390000 25.390000 
-33.963000 25.430000 25.430000 
-33.688000 25.380000 25.380000 
-33.439000 25.440000 25.440000 
-33.163000 25.410000 25.410000 
-32.913000 25.340000 25.340000 
-32.645000 25.390000 25.390000 
-32.388000 25.350000 25.350000 
-32.125000 25.430000 25.430000 
-31.862000 25.380000 25.380000 
-31.597000 25.350000 25.350000 
-31.327000 25.410000 25.410000 
-31.056000 25.380000 25.380000 
-30.813000 25.350000 25.350000 
-30.534000 25.380000 25.380000 
-30.277000 25.350000 25.350000 
-30.017000 25.340000 25.340000 
-29.760000 25.440000 25.440000 
-29.483000 25.390000 25.390000 
-29.220000 25.410000 25.410000 
-28.969000 25.440000 25.440000 
-28.709000 25.390000 25.390000 
-28.433000 25.370000 25.370000 
-28.170000 25.330000 25.330000 
-27.916000 25.350000 25.350000 
-27.650000 25.380000 25.380000 
-27.384000 25.330000 25.330000 
-27.123000 25.270000 25.270000 
-26.866000 25.350000 25.350000 
-26.600000 25.350000 25.350000 
-26.339000 25.390000 25.390000 
-26.074000 25.340000 25.340000 
-25.799000 25.300000 25.300000 
-25.554000 25.380000 25.380000 
-25.289000 25.430000 25.430000 
-25.013000 25.380000 25.380000 
-24.749000 25.440000 25.440000 
-24.486000 25.370000 25.370000 
-24.233000 25.320000 25.320000 
-23.972000 25.300000 25.300000 
-23.700000 25.350000 25.350000 
-23.446000 25.370000 25.370000 
-23.168000 25.300000 25.300000 
-22.921000 25.300000 25.300000 
-22.646000 25.350000 25.350000 
-22.396000 25.300000 25.300000 
-22.131000 25.380000 25.380000 
-21.871000 25.280000 25.280000 
-21.609000 25.320000 25.320000 
-21.327000 25.330000 25.330000 
-21.080000 25.340000 25.340000 
-20.802000 25.340000 25.340000 
-20.541000 25.320000 25.320000 
-20.279000 25.350000 25.350000 
-20.017000 25.330000 25.330000 
-19.759000 25.300000 25.300000 
-19.498000 25.410000 25.410000 
-19.223000 25.330000 25.330000 
-18.981000 25.340000 25.340000 
-18.713000 25.390000 25.390000 
-18.450000 25.340000 25.340000 
-18.190000 25.350000 25.350000 
-17.909000 25.260000 25.260000 
-17.650000 25.320000 25.320000 
-17.386000 25.390000 25.390000 
-17.123000 25.410000 25.410000 
-16.858000 25.340000 25.340000 
-16.608000 25.340000 25.340000 
-16.343000 25.330000 25.330000 
-16.080000 25.380000 25.380000 
-15.813000 25.340000 25.340000 
-15.548000 25.270000 25.270000 
-15.287000 25.320000 25.320000 
-15.014000 25.330000 25.330000 
-14.762000 25.340000 25.340000 
-14.492000 25.340000 25.340000 
-14.230000 25.350000 25.350000 
-13.968000 25.300000 25.300000 
-13.705000 25.300000 25.300000 
-13.449000 25.300000 25.300000 
-13.188000 25.320000 25.320000 
-12.911000 25.300000 25.300000 
-12.652000 25.330000 25.330000 
-12.396000 25.330000 25.330000 
-12.134000 25.380000 25.380000 
-11.870000 25.330000 25.330000 
-11.616000 25.260000 25.260000 
-11.352000 25.300000 25.300000 
-11.084000 25.340000 25.340000 
-10.816000 25.280000 25.280000 
-10.549000 25.340000 25.340000 
-10.296000 25.260000 25.260000 
-10.017000 25.320000 25.320000 
-9.767000 25.370000 25.370000 
-9.506000 25.320000 25.320000 
-9.233000 25.300000 25.300000 
-8.979000 25.370000 25.370000 
-8.709000 25.270000 25.270000 
-8.448000 25.340000 25.340000 
-8.188000 25.300000 25.300000 
-7.934000 25.320000 25.320000 
-7.650000 25.300000 25.300000 
-7.390000 25.340000 25.340000 
-7.130000 25.270000 25.270000 
-6.864000 25.280000 25.280000 
-6.610000 25.380000 25.380000 
-6.339000 25.230000 25.230000 
-6.072000 25.230000 25.230000 
-5.831000 25.320000 25.320000 
-5.568000 25.340000 25.340000 
-5.303000 25.410000 25.410000 
-5.037000 25.230000 25.230000 
-4.761000 25.320000 25.320000 
-4.499000 25.320000 25.320000 
-4.249000 25.270000 25.270000 
-3.981000 25.300000 25.300000 
-3.717000 25.270000 25.270000 
-3.461000 25.370000 25.370000 
-3.197000 25.320000 25.320000 
-2.933000 25.330000 25.330000 
-2.672000 25.350000 25.350000 
-2.407000 25.320000 25.320000 
-2.129000 25.300000 25.300000 
-1.870000 25.320000 25.320000 
-1.608000 25.270000 25.270000 
-1.344000 25.330000 25.330000 
-1.081000 25.300000 25.300000 
-0.827000 25.300000 25.300000 
-0.570000 25.270000 25.270000 
-0.291000 25.340000 25.340000 
-0.026000 25.280000 25.280000 
0.236000 25.370000 25.370000 
0.499000 25.280000 25.280000 
0.761000 25.270000 25.270000 
1.015000 25.280000 25.280000 
1.286000 25.260000 25.260000 
1.543000 25.270000 25.270000 
1.801000 25.330000 25.330000 
2.075000 25.280000 25.280000 
2.338000 25.280000 25.280000 
2.594000 25.300000 25.300000 
2.859000 25.320000 25.320000 
3.122000 25.280000 25.280000 
3.380000 25.260000 25.260000 
3.641000 25.260000 25.260000 
3.911000 25.350000 25.350000 
4.179000 25.300000 25.300000 
4.442000 25.300000 25.300000 
4.702000 25.340000 25.340000 
4.964000 25.270000 25.270000 
5.231000 25.300000 25.300000 
5.493000 25.260000 25.260000 
5.740000 25.270000 25.270000 
6.016000 25.410000 25.410000 
6.285000 25.320000 25.320000 
6.537000 25.340000 25.340000 
6.798000 25.300000 25.300000 
7.060000 25.330000 25.330000 
7.333000 25.280000 25.280000 
7.589000 25.200000 25.200000 
7.861000 25.300000 25.300000 
8.111000 25.270000 25.270000 
8.371000 25.300000 25.300000 
8.653000 25.300000 25.300000 
-51.081000 25.300000 25.300000 
-50.829000 25.320000 25.320000 
-50.557000 25.330000 25.330000 
-50.296000 25.330000 25.330000 
-50.032000 25.300000 25.300000 
-49.767000 25.410000 25.410000 
-49.510000 25.350000 25.350000 
-49.248000 25.350000 25.350000 
-48.982000 25.280000 25.280000 
-48.717000 25.280000 25.280000 
-48.459000 25.260000 25.260000 
-48.199000 25.370000 25.370000 
-47.932000 25.320000 25.320000 
-47.668000 25.240000 25.240000 
-47.412000 25.280000 25.280000 
-47.150000 25.300000 25.300000 
-46.888000 25.320000 25.320000 
-46.632000 25.260000 25.260000 
-46.347000 25.370000 25.370000 
-46.102000 25.220000 25.220000 
-45.837000 25.230000 25.230000 
-45.580000 25.350000 25.350000 
-45.300000 25.300000 25.300000 
-45.038000 25.370000 25.370000 
-44.770000 25.240000 25.240000 
-44.521000 25.280000 25.280000 
-44.249000 25.300000 25.300000 
-43.995000 25.380000 25.380000 
-43.725000 25.330000 25.330000 
-43.461000 25.350000 25.350000 
-43.210000 25.300000 25.300000 
-42.950000 25.300000 25.300000 
-42.686000 25.300000 25.300000 
-42.407000 25.220000 25.220000 
-42.142000 25.370000 25.370000 
-41.879000 25.350000 25.350000 
-41.617000 25.320000 25.320000 
-41.355000 25.330000 25.330000 
-41.092000 25.300000 25.300000 
-40.842000 25.300000 25.300000 
-40.579000 25.280000 25.280000 
-40.315000 25.240000 25.240000 
-40.039000 25.320000 25.320000 
-39.774000 25.220000 25.220000 
-39.530000 25.300000 25.300000 
-39.265000 25.320000 25.320000 
-39.000000 25.300000 25.300000 
-38.720000 25.300000 25.300000 
-38.459000 25.220000 25.220000 
-38.207000 25.330000 25.330000 
-37.942000 25.260000 25.260000 
-37.677000 25.300000 25.300000 
-37.418000 25.300000 25.300000 
-37.159000 25.370000 25.370000 
-36.894000 25.200000 25.200000 
-36.632000 25.210000 25.210000 
-36.362000 25.270000 25.270000 
-36.105000 25.230000 25.230000 
-35.842000 25.280000 25.280000 
-35.568000 25.300000 25.300000 
-35.323000 25.280000 25.280000 
-35.050000 25.330000 25.330000 
-34.785000 25.320000 25.320000 
-34.528000 25.300000 25.300000 
-34.255000 25.330000 25.330000 
-33.997000 25.280000 25.280000 
-33.732000 25.260000 25.260000 
-33.469000 25.320000 25.320000 
-33.198000 25.220000 25.220000 
-32.955000 25.300000 25.300000 
-32.692000 25.300000 25.300000 
-32.426000 25.300000 25.300000 
-32.146000 25.270000 25.270000 
-31.893000 25.280000 25.280000 
-31.623000 25.280000 25.280000 
-31.356000 25.300000 25.300000 
-31.099000 25.340000 25.340000 
-30.851000 25.330000 25.330000 
-30.579000 25.300000 25.300000 
-30.308000 25.270000 25.270000 
-30.061000 25.270000 25.270000 
-29.794000 25.240000 25.240000 
-29.522000 25.300000 25.300000 
-29.255000 25.270000 25.270000 
-28.997000 25.270000 25.270000 
-28.733000 25.260000 25.260000 
-28.479000 25.230000 25.230000 
-28.216000 25.300000 25.300000 
-27.953000 25.220000 25.220000 
-27.691000 25.260000 25.260000 
-27.415000 25.260000 25.260000 
-27.165000 25.260000 25.260000 
-26.899000 25.230000 25.230000 
-26.639000 25.220000 25.220000 
-26.364000 25.330000 25.330000 
-26.100000 25.220000 25.220000 
-25.840000 25.300000 25.300000 
-25.572000 25.220000 25.220000 
-25.312000 25.260000 25.260000 
-25.049000 25.240000 25.240000 
-24.799000 25.280000 25.280000 
-24.531000 25.330000 25.330000 
-24.276000 25.280000 25.280000 
-24.010000 25.340000 25.340000 
-23.746000 25.270000 25.270000 
-23.470000 25.300000 25.300000 
-23.211000 25.300000 25.300000 
-22.948000 25.260000 25.260000 
-22.696000 25.300000 25.300000 
-22.430000 25.280000 25.280000 
-22.166000 25.280000 25.280000 
-21.905000 25.300000 25.300000 
-21.635000 25.260000 25.260000 
-21.371000 25.240000 25.240000 
-21.109000 25.260000 25.260000 
-20.853000 25.260000 25.260000 
-20.593000 25.300000 25.300000 
-20.322000 25.270000 25.270000 
-20.058000 25.300000 25.300000 
-19.799000 25.320000 25.320000 
-19.538000 25.280000 25.280000 
-19.279000 25.220000 25.220000 
-19.010000 25.300000 25.300000 
-18.747000 25.300000 25.300000 
-18.488000 25.270000 25.270000 
-18.227000 25.280000 25.280000 
-17.963000 25.230000 25.230000 
-17.686000 25.300000 25.300000 
-17.420000 25.280000 25.280000 
-17.157000 25.260000 25.260000 
-16.900000 25.330000 25.330000 
-16.636000 25.280000 25.280000 
-16.381000 25.300000 25.300000 
-16.114000 25.260000 25.260000 
-15.856000 25.230000 25.230000 
-15.588000 25.280000 25.280000 
-15.324000 25.300000 25.300000 
-15.067000 25.240000 25.240000 
-14.799000 25.230000 25.230000 
-14.529000 25.300000 25.300000 
-14.280000 25.270000 25.270000 
-14.012000 25.280000 25.280000 
-13.745000 25.270000 25.270000 
-13.478000 25.300000 25.300000 
-13.230000 25.240000 25.240000 
-12.963000 25.300000 25.300000 
-12.694000 25.220000 25.220000 
-12.422000 25.300000 25.300000 
-12.167000 25.300000 25.300000 
-11.913000 25.280000 25.280000 
-11.643000 25.300000 25.300000 
-11.386000 25.260000 25.260000 
-11.124000 25.240000 25.240000 
-10.859000 25.240000 25.240000 
-10.583000 25.280000 25.280000 
-10.321000 25.270000 25.270000 
-10.064000 25.200000 25.200000 
-9.804000 25.280000 25.280000 
-9.539000 25.260000 25.260000 
-9.278000 25.300000 25.300000 
-9.021000 25.230000 25.230000 
-8.739000 25.260000 25.260000 
-8.488000 25.270000 25.270000 
-8.230000 25.270000 25.270000 
-7.971000 25.300000 25.300000 
-7.707000 25.260000 25.260000 
-7.445000 25.340000 25.340000 
-7.168000 25.280000 25.280000 
-6.900000 25.230000 25.230000 
-6.644000 25.220000 25.220000 
-6.377000 25.300000 25.300000 
-6.116000 25.340000 25.340000 
-5.859000 25.300000 25.300000 
-5.589000 25.220000 25.220000 
-5.338000 25.270000 25.270000 
-5.073000 25.280000 25.280000 
-4.806000 25.300000 25.300000 
-4.549000 25.230000 25.230000 
-4.283000 25.270000 25.270000 
-4.022000 25.260000 25.260000 
-3.744000 25.270000 25.270000 
-3.488000 25.350000 25.350000 
-3.225000 25.240000 25.240000 
-2.961000 25.350000 25.350000 
-2.701000 25.260000 25.260000 
-2.432000 25.190000 25.190000 
-2.173000 25.280000 25.280000 
-1.913000 25.300000 25.300000 
-1.649000 25.340000 25.340000 
-1.394000 25.340000 25.340000 
-1.131000 25.300000 25.300000 
-0.868000 25.270000 25.270000 
-0.593000 25.260000 25.260000 
-0.346000 25.270000 25.270000 
-0.072000 25.280000 25.280000 
0.190000 25.300000 25.300000 
0.444000 25.240000 25.240000 
0.725000 25.280000 25.280000 
0.986000 25.270000 25.270000 
1.242000 25.220000 25.220000 
1.503000 25.270000 25.270000 
1.773000 25.270000 25.270000 
2.023000 25.270000 25.270000 
2.304000 25.330000 25.330000 
2.551000 25.270000 25.270000 
2.824000 25.270000 25.270000 
3.089000 25.300000 25.300000 
3.343000 25.280000 25.280000 
3.606000 25.260000 25.260000 
3.884000 25.350000 25.350000 
4.147000 25.300000 25.300000 
4.394000 25.300000 25.300000 
4.664000 25.300000 25.300000 
4.935000 25.300000 25.300000 
5.185000 25.280000 25.280000 
5.451000 25.320000 25.320000 
5.713000 25.240000 25.240000 
5.973000 25.330000 25.330000 
6.239000 25.270000 25.270000 
6.493000 25.230000 25.230000 
6.766000 25.300000 25.300000 
7.030000 25.230000 25.230000 
7.298000 25.300000 25.300000 
7.559000 25.300000 25.300000 
7.817000 25.240000 25.240000 
8.077000 25.330000 25.330000 
8.352000 25.380000 25.380000 
8.613000 25.240000 25.240000 
-51.132000 25.300000 25.300000 
-50.871000 25.270000 25.270000 
-50.609000 25.260000 25.260000 
-50.334000 25.260000 25.260000 
-50.076000 25.300000 25.300000 
-49.818000 25.300000 25.300000 
-49.544000 25.280000 25.280000 
-49.282000 25.300000 25.300000 
-49.021000 25.280000 25.280000 
-48.757000 25.300000 25.300000 
-48.500000 25.270000 25.270000 
-48.234000 25.300000 25.300000 
-47.981000 25.340000 25.340000 
-47.721000 25.260000 25.260000 
-47.437000 25.240000 25.240000 
-47.179000 25.260000 25.260000 
-46.917000 25.330000 25.330000 
-46.666000 25.280000 25.280000 
-46.392000 25.340000 25.340000 
-46.130000 25.300000 25.300000 
-45.876000 25.300000 25.300000 
-45.600000 25.380000 25.380000 
-45.354000 25.300000 25.300000 
-45.089000 25.300000 25.300000 
-44.816000 25.270000 25.270000 
-44.550000 25.260000 25.260000 
-44.285000 25.270000 25.270000 
-44.023000 25.330000 25.330000 
-43.760000 25.320000 25.320000 
-43.505000 25.300000 25.300000 
-43.240000 25.280000 25.280000 
-42.976000 25.300000 25.300000 
-42.714000 25.220000 25.220000 
-42.452000 25.300000 25.300000 
-42.195000 25.270000 25.270000 
-41.932000 25.240000 25.240000 
-41.672000 25.260000 25.260000 
-41.400000 25.300000 25.300000 
-41.145000 25.230000 25.230000 
-40.864000 25.260000 25.260000 
-40.602000 25.270000 25.270000 
-40.353000 25.240000 25.240000 
-40.091000 25.300000 25.300000 
-39.817000 25.280000 25.280000 
-39.562000 25.330000 25.330000 
-39.301000 25.300000 25.300000 
-39.026000 25.270000 25.270000 
-38.771000 25.320000 25.320000 
-38.508000 25.280000 25.280000 
-38.245000 25.300000 25.300000 
-37.989000 25.270000 25.270000 
-37.710000 25.320000 25.320000 
-37.455000 25.300000 25.300000 
-37.198000 25.330000 25.330000 
-36.920000 25.330000 25.330000 
-36.673000 25.300000 25.300000 
-36.404000 25.170000 25.170000 
-36.137000 25.240000 25.240000 
-35.871000 25.270000 25.270000 
-35.606000 25.300000 25.300000 
-35.343000 25.270000 25.270000 
-35.090000 25.280000 25.280000 
-34.818000 25.300000 25.300000 
-34.558000 25.220000 25.220000 
-34.303000 25.300000 25.300000 
-34.041000 25.330000 25.330000 
-33.777000 25.210000 25.210000 
-33.502000 25.350000 25.350000 
-33.238000 25.280000 25.280000 
-32.982000 25.300000 25.300000 
-32.712000 25.260000 25.260000 
-32.448000 25.270000 25.270000 
-32.185000 25.300000 25.300000 
-31.932000 25.270000 25.270000 
-31.672000 25.240000 25.240000 
-31.411000 25.350000 25.350000 
-31.149000 25.260000 25.260000 
-30.890000 25.300000 25.300000 
-30.611000 25.240000 25.240000 
-30.347000 25.230000 25.230000 
-30.079000 25.340000 25.340000 
-29.820000 25.300000 25.300000 
-29.567000 25.270000 25.270000 
